train_acc,val_acc,train_loss,val_loss
0.008500000461935997,0.0005000000237487257,0.07940924912691116,0.23551493883132935
0.010374999605119228,0.020999999716877937,0.03908613696694374,0.08036590367555618
0.025750000029802322,0.010999999940395355,0.03198292851448059,0.03299495205283165
0.05712499842047691,0.20149999856948853,0.025600483641028404,0.11600922793149948
0.08474999666213989,0.01549999974668026,0.027944259345531464,0.03619839623570442
0.08675000071525574,0.19550000131130219,0.020151473581790924,0.058060113340616226
0.09875000268220901,0.13950000703334808,0.01864282786846161,0.026653952896595
0.11649999767541885,0.0820000022649765,0.011373120360076427,0.042934220284223557
0.164000004529953,0.10999999940395355,0.010978219099342823,0.04349451884627342
0.18562500178813934,0.057999998331069946,0.017262471839785576,0.057584092020988464
0.16962499916553497,0.19949999451637268,0.009894544258713722,0.02585393562912941
0.22812500596046448,0.2955000102519989,0.014241510070860386,0.04967059940099716
0.23937499523162842,0.2434999942779541,0.007008746266365051,0.027622094377875328
0.24275000393390656,0.19099999964237213,0.0102124884724617,0.027359995990991592
0.21549999713897705,0.3375000059604645,0.007637843955308199,0.038100145757198334
0.26362499594688416,0.2485000044107437,0.001962585374712944,0.028425410389900208
0.2693749964237213,0.35100001096725464,0.0014382132794708014,0.04441416636109352
0.31700000166893005,0.28049999475479126,0.013358378782868385,0.03222241625189781
0.28949999809265137,0.26100000739097595,0.0058682081289589405,0.0313384085893631
0.2861250042915344,0.27300000190734863,0.0011030564783141017,0.029796186834573746
0.32712501287460327,0.30149999260902405,0.007443479727953672,0.029570575803518295
0.3266249895095825,0.4480000138282776,0.0008954298100434244,0.08300520479679108
0.3386250138282776,0.24699999392032623,0.002131616696715355,0.05470263957977295
0.2828750014305115,0.2175000011920929,0.011241525411605835,0.03509881719946861
0.34187498688697815,0.3995000123977661,0.0024585777428001165,0.03978796675801277
0.33812499046325684,0.3330000042915344,0.006975885014981031,0.030615918338298798
0.34200000762939453,0.3474999964237213,0.000868873845320195,0.029800450429320335
0.3395000100135803,0.35249999165534973,0.00012378254905343056,0.030395012348890305
0.351624995470047,0.3474999964237213,0.0002614435215946287,0.0294230617582798
0.36625000834465027,0.3555000126361847,9.440344729227945e-05,0.03043801710009575
0.3697499930858612,0.42250001430511475,0.016274461522698402,0.08286577463150024
0.3893750011920929,0.35850000381469727,0.005646349396556616,0.035119980573654175
0.38887500762939453,0.4025000035762787,0.00020760443294420838,0.038509465754032135
0.39399999380111694,0.38199999928474426,0.00013889939873479307,0.035171881318092346
0.39787501096725464,0.38600000739097595,0.0001053919768310152,0.03590085729956627
0.40024998784065247,0.3804999887943268,7.951503357617185e-05,0.036650799214839935
0.4037500023841858,0.3799999952316284,7.161134271882474e-05,0.037229642271995544
0.40587499737739563,0.3865000009536743,6.388365727616474e-05,0.037721727043390274
0.40837499499320984,0.39399999380111694,5.371053339331411e-05,0.038213104009628296
0.41337499022483826,0.4090000092983246,3.711978206411004e-05,0.03919944912195206
0.41449999809265137,0.40700000524520874,3.850020220852457e-05,0.03958653658628464
0.421875,0.39100000262260437,2.637707621033769e-05,0.041225943714380264
0.4156250059604645,0.42899999022483826,0.017973994836211205,0.05319789797067642
0.4193750023841858,0.38999998569488525,0.0012291864259168506,0.035927291959524155
0.414124995470047,0.4189999997615814,0.0001065369215211831,0.03869790956377983
0.4188750088214874,0.40549999475479126,8.593138045398518e-05,0.03771373629570007
0.42262500524520874,0.40799999237060547,6.757343362551183e-05,0.038943737745285034
0.42649999260902405,0.41200000047683716,5.131959915161133e-05,0.0396888293325901
0.429749995470047,0.41200000047683716,4.6933757403166965e-05,0.04057609662413597
0.43012499809265137,0.4235000014305115,3.443620153120719e-05,0.04160488396883011
